carat,cut,color,clarity,depth_percentage,table,length,width,depth,price
0.32,Very Good,I,IF,61.9,59.0,4.37,4.39,2.71,673
0.77,Ideal,G,VS1,62.4,54.0,5.93,5.89,3.69,3121
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,3131
1.41,Premium,E,VS2,61.3,58.0,7.29,7.25,4.46,11269
1.13,Ideal,H,VS1,61.6,55.0,6.7,6.74,4.14,7571
0.3,Ideal,F,VS1,61.0,56.0,4.35,4.37,2.66,570
0.72,Premium,E,VS2,60.3,59.0,5.84,5.8,3.51,2822
0.43,Ideal,G,SI2,61.1,55.0,4.92,4.9,3.0,800
0.52,Premium,D,VS2,61.2,58.0,5.16,5.2,3.17,1822
1.08,Premium,F,SI1,62.1,58.0,6.57,6.61,4.09,4864
0.43,Very Good,G,VS2,62.9,56.0,4.77,4.8,3.01,863
0.9,Ideal,F,SI2,61.9,56.0,6.18,6.23,3.84,3619
0.92,Good,F,SI2,63.7,64.0,6.13,6.08,3.89,3787
1.0,Good,H,SI1,63.7,60.0,6.3,6.33,4.02,4702
0.95,Ideal,H,SI1,61.9,56.0,6.29,6.35,3.91,4508
0.26,Ideal,E,VS1,61.8,55.0,4.13,4.09,2.54,580
0.56,Very Good,D,IF,62.5,59.0,5.26,5.3,3.3,4025
0.54,Ideal,G,VS1,60.7,57.0,5.29,5.26,3.2,2274
0.24,Very Good,D,VS2,61.4,60.0,3.98,4.0,2.45,373
0.72,Premium,H,VS2,61.6,57.0,5.84,5.78,3.58,2418
0.38,Good,J,VVS2,63.4,56.0,4.56,4.62,2.91,666
1.54,Ideal,G,VVS1,60.8,57.0,7.45,7.49,4.54,16169
1.33,Premium,G,VS2,62.3,59.0,7.02,6.97,4.36,9682
0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1662
1.5,Ideal,F,VS2,61.9,56.0,7.33,7.31,4.53,15584
0.31,Very Good,H,VVS2,61.9,58.0,4.33,4.36,2.69,625
0.57,Ideal,G,VS2,60.2,59.0,5.38,5.42,3.25,1642
1.53,Very Good,G,VS1,60.3,59.0,7.52,7.58,4.55,13228
1.03,Ideal,D,SI2,61.8,54.0,6.52,6.46,4.01,5105
1.5,Ideal,G,VS2,60.7,54.0,7.41,7.48,4.53,13135
0.31,Good,G,SI1,63.2,57.0,4.27,4.3,2.71,462
0.84,Fair,F,VS2,65.0,57.2,5.83,5.87,3.81,3172
0.5,Very Good,G,VVS1,60.9,57.0,5.1,5.15,3.12,1843
1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6562
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,2123
1.53,Ideal,I,SI2,61.3,59.0,7.42,7.39,4.54,8062
1.55,Very Good,H,SI1,61.6,54.0,7.41,7.47,4.58,9818
0.42,Premium,G,VVS1,59.8,58.0,4.85,4.88,2.91,1179
1.64,Very Good,F,SI2,63.2,57.0,7.56,7.47,4.75,8357
2.58,Premium,H,SI2,62.6,57.0,8.77,8.73,5.48,16195
1.64,Very Good,I,SI1,62.3,58.0,7.53,7.63,4.72,9144
0.57,Ideal,E,VS2,61.8,56.0,5.33,5.29,3.28,1949
0.56,Ideal,I,VVS1,62.0,56.0,5.26,5.29,3.27,1580
1.13,Ideal,F,SI1,59.6,57.0,6.83,6.79,4.06,6391
0.38,Very Good,I,VS2,61.7,56.0,4.65,4.68,2.88,680
1.54,Ideal,F,VS2,61.0,56.0,7.44,7.49,4.55,17029
1.28,Ideal,F,VS1,61.7,55.0,7.01,6.98,4.32,11580
0.75,Very Good,G,SI1,62.1,60.0,5.79,5.83,3.61,2634
1.24,Ideal,G,IF,62.4,56.0,6.86,6.89,4.29,11376
1.01,Good,E,SI1,64.1,62.0,6.19,6.26,3.99,4399
0.7,Premium,E,VS2,60.9,59.0,5.68,5.71,3.47,2673
0.72,Very Good,I,VS2,61.6,59.0,5.71,5.75,3.53,2359
1.53,Premium,G,VS1,61.0,60.0,7.4,7.43,4.52,14214
1.52,Very Good,D,VS2,62.4,58.0,7.23,7.28,4.53,13799
0.9,Very Good,H,SI1,62.3,63.0,6.13,6.06,3.8,3387
1.51,Ideal,G,VS1,61.6,56.0,7.34,7.37,4.53,14542
0.87,Premium,D,SI1,62.1,58.0,6.08,6.13,3.79,4189
0.38,Very Good,G,SI1,57.5,60.0,4.83,4.88,2.79,599
0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,1943
2.18,Premium,J,SI2,62.6,58.0,8.25,8.23,5.16,12970
2.06,Good,J,SI1,64.1,56.0,7.97,8.09,5.15,11746
0.37,Ideal,G,VS2,60.8,57.0,4.61,4.66,2.82,649
1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,12584
1.01,Premium,F,SI2,62.7,58.0,6.38,6.32,3.98,3733
0.31,Very Good,F,VS2,61.1,58.1,4.33,4.37,2.66,605
2.01,Very Good,J,SI2,63.4,59.0,7.99,7.95,5.05,11660
0.31,Ideal,E,SI1,61.6,54.0,4.39,4.41,2.71,516
1.05,Ideal,H,VS2,62.6,56.0,6.45,6.5,4.05,6165
0.4,Ideal,J,VS2,62.9,57.0,4.75,4.7,2.97,765
0.71,Very Good,I,SI2,60.4,59.0,5.76,5.79,3.49,2003
1.02,Ideal,D,VS2,61.5,56.0,6.46,6.49,3.99,9502
0.36,Ideal,E,VS1,60.9,57.0,4.6,4.63,2.81,782
0.3,Good,H,SI1,63.4,58.0,4.26,4.29,2.71,421
0.41,Very Good,I,VVS1,61.9,57.0,4.78,4.82,2.97,863
0.72,Very Good,J,VVS1,60.1,58.0,5.8,5.84,3.5,2208
1.14,Very Good,F,VS2,58.3,60.0,6.87,6.91,4.02,7293
0.26,Good,F,VVS2,60.4,61.0,4.13,4.18,2.51,517
0.4,Very Good,E,VS1,61.8,56.0,4.74,4.77,2.94,1053
0.9,Premium,H,VS2,61.3,59.0,6.24,6.19,3.81,4082
0.31,Ideal,G,VVS1,61.6,56.0,4.35,4.39,2.69,816
1.27,Very Good,J,VS1,63.4,60.0,6.85,6.8,4.33,5690
0.24,Premium,E,VS2,62.6,58.0,4.03,3.99,2.51,536
1.16,Premium,F,SI2,62.1,59.0,6.74,6.63,4.15,3787
1.51,Premium,H,SI2,60.7,59.0,7.42,7.37,4.49,5767
0.73,Ideal,H,VVS2,61.6,56.0,5.79,5.84,3.58,2846
0.33,Premium,E,VS2,61.7,60.0,4.45,4.4,2.73,928
1.02,Good,G,VS2,63.6,57.0,6.41,6.38,4.07,5922
1.5,Good,J,VS1,63.3,57.0,7.2,7.24,4.57,8736
0.7,Ideal,E,VVS1,61.9,56.0,5.66,5.69,3.51,5338
0.66,Ideal,D,VVS2,61.6,57.0,5.64,5.57,3.45,3049
0.53,Good,D,SI2,63.9,55.0,5.1,5.14,3.27,1226
1.5,Very Good,I,VS1,60.4,59.0,7.35,7.42,4.46,9759
1.24,Good,H,SI1,62.0,65.0,6.88,6.84,4.25,5146
0.38,Ideal,J,VVS2,62.0,55.0,4.67,4.69,2.9,629
0.74,Fair,H,SI2,62.0,53.0,5.85,5.74,3.6,1962
0.33,Very Good,D,SI1,60.0,59.0,4.47,4.5,2.69,608
0.51,Very Good,E,VS2,60.5,56.0,5.18,5.24,3.15,1656
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,631
2.0,Premium,H,SI2,62.8,56.0,8.04,7.98,5.03,16031
0.72,Ideal,D,SI2,62.3,57.0,5.8,5.75,3.6,2457
0.31,Very Good,H,VVS2,61.9,58.0,4.3,4.33,2.67,625
1.06,Ideal,G,VS2,62.8,55.0,6.49,6.51,4.08,7160
0.61,Ideal,F,VVS2,61.4,56.0,5.44,5.49,3.36,3248
0.31,Ideal,G,VS2,61.6,54.0,4.39,4.41,2.71,544
0.81,Very Good,G,VS2,63.1,58.0,5.88,5.84,3.7,2994
0.7,Very Good,D,SI1,60.2,60.0,5.75,5.82,3.48,2872
0.32,Premium,H,VS1,60.5,59.0,4.42,4.41,2.67,720
0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,789
0.56,Very Good,E,VS2,61.1,57.0,5.33,5.37,3.27,1963
1.58,Very Good,G,SI2,60.0,53.0,7.59,7.64,4.57,9037
0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,2420
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2481
0.3,Very Good,H,VVS2,63.0,56.0,4.24,4.27,2.68,581
1.49,Very Good,G,SI2,62.5,58.0,7.2,7.26,4.52,7773
0.7,Good,D,SI2,58.3,60.0,5.81,5.89,3.41,2242
0.56,Ideal,G,SI1,61.3,54.0,5.34,5.37,3.28,1417
1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,5189
0.5,Premium,F,VS2,62.3,58.0,5.02,5.06,3.14,1436
0.3,Ideal,I,VVS1,62.3,55.0,4.29,4.28,2.67,709
1.02,Premium,F,VVS2,61.5,60.0,6.5,6.45,3.98,8445
0.63,Very Good,G,VVS2,62.3,55.0,5.5,5.54,3.44,2481
0.9,Premium,E,SI2,61.7,58.0,6.18,6.11,3.79,3830
0.31,Good,E,SI1,63.6,57.0,4.3,4.28,2.73,698
1.03,Premium,H,VS1,62.4,60.0,6.48,6.43,4.03,5883
1.6,Premium,G,VS2,61.6,60.0,7.55,7.49,4.63,13942
0.45,Ideal,H,SI1,61.3,55.0,4.96,4.99,3.05,790
0.31,Ideal,E,VVS2,61.4,56.0,4.36,4.4,2.69,766
1.0,Ideal,G,SI1,61.0,57.0,6.47,6.44,3.94,5622
1.0,Premium,D,SI2,61.6,60.0,6.37,6.33,3.91,4758
0.34,Ideal,E,VS1,61.2,55.0,4.52,4.56,2.77,875
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,625
1.05,Premium,G,VS2,62.5,55.0,6.59,6.54,4.1,5927
0.7,Very Good,F,SI1,62.7,57.0,5.63,5.67,3.54,2196
1.03,Fair,E,SI1,65.1,58.0,6.35,6.24,4.1,5624
1.0,Premium,H,VS2,61.9,61.0,6.37,6.23,3.9,4536
0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,807
1.0,Good,H,SI1,57.5,62.0,6.51,6.47,3.73,4788
0.73,Fair,F,SI2,53.4,65.0,6.19,6.15,3.3,2164
1.05,Ideal,I,SI1,62.1,54.0,6.54,6.55,4.06,4679
0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,2337
0.91,Good,F,SI1,63.7,58.0,6.17,6.1,3.91,3924
1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,11719
1.11,Premium,I,SI2,61.2,61.0,6.69,6.65,4.08,4028
0.51,Ideal,F,VS2,61.9,55.0,5.11,5.15,3.18,1591
0.7,Premium,I,VS2,60.8,59.0,5.71,5.68,3.46,2268
1.01,Good,F,SI2,58.3,60.0,6.64,6.66,3.88,4011
1.55,Premium,D,SI2,62.0,58.0,7.44,7.39,4.6,11103
1.42,Ideal,J,VVS2,61.9,55.0,7.19,7.24,4.47,7773
0.38,Ideal,F,VVS2,61.3,56.2,4.69,4.71,2.88,1010
0.23,Very Good,D,VS1,61.5,58.0,3.93,3.98,2.43,611
0.5,Ideal,F,VS2,62.9,55.0,5.1,5.07,3.2,1654
0.41,Ideal,G,VS1,62.4,57.0,4.7,4.75,2.95,899
1.03,Ideal,D,SI2,61.8,56.0,6.46,6.51,4.01,4679
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,15785
0.8,Ideal,F,VS2,62.0,55.0,5.93,6.0,3.7,3653
2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,15851
0.32,Ideal,G,VVS1,61.2,56.0,4.42,4.44,2.71,814
0.7,Premium,H,SI2,61.7,58.0,5.72,5.69,3.52,1982
0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,1009
1.0,Very Good,G,VS1,60.6,63.0,6.42,6.45,3.9,6699
0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,517
0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,763
0.32,Premium,H,VVS2,62.1,58.0,4.39,4.34,2.71,828
3.0,Very Good,H,I1,63.1,55.0,9.23,9.1,5.77,6512
1.02,Ideal,E,SI1,62.2,57.0,6.41,6.45,4.0,5553
0.33,Very Good,G,SI2,59.4,59.0,4.5,4.52,2.68,434
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,3822
0.76,Premium,H,SI1,59.8,57.0,5.93,5.91,3.54,2227
0.4,Premium,F,SI1,62.3,60.0,4.7,4.74,2.94,737
0.58,Ideal,E,VS1,60.6,57.0,5.4,5.45,3.29,2192
1.7,Premium,G,SI2,62.5,58.0,7.53,7.6,4.73,10574
1.0,Very Good,E,SI2,59.6,62.0,6.45,6.51,3.86,4685
0.58,Ideal,E,VS2,61.9,56.0,5.34,5.38,3.32,1670
0.29,Very Good,F,VVS1,59.8,61.0,4.31,4.35,2.59,609
1.0,Premium,F,VS2,61.7,56.0,6.48,6.39,3.97,6608
0.23,Very Good,E,VS2,62.5,59.0,3.91,3.96,2.46,373
0.74,Ideal,D,SI1,61.8,56.0,5.84,5.88,3.62,3517
0.7,Ideal,E,VS2,61.4,57.0,5.72,5.78,3.53,2274
0.31,Premium,G,VS2,61.5,59.0,4.35,4.33,2.67,698
0.52,Fair,F,IF,64.6,58.0,5.04,5.17,3.3,2144
0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67,561
1.31,Ideal,I,VS2,62.4,57.0,6.93,6.97,4.34,6338
1.11,Premium,I,SI2,61.8,58.0,6.61,6.66,4.1,4120
0.32,Ideal,G,VVS1,62.0,57.0,4.42,4.38,2.73,1080
0.38,Ideal,E,VVS2,62.0,57.0,4.61,4.62,2.86,1100
0.53,Ideal,F,VS1,61.7,55.0,5.18,5.22,3.21,2046
0.34,Ideal,E,VVS1,61.8,57.0,4.47,4.5,2.77,1001
0.71,Very Good,D,SI2,63.3,55.0,5.72,5.65,3.6,2458
0.55,Premium,E,VS2,59.1,62.0,5.37,5.32,3.16,1664
1.01,Very Good,G,VS1,64.4,59.0,6.26,6.31,4.05,6632
0.44,Premium,G,SI1,61.0,60.0,4.93,4.88,2.99,990
1.21,Ideal,H,SI1,60.3,60.0,6.9,6.87,4.15,6620
1.2,Very Good,G,VS1,62.5,57.0,6.84,6.75,4.25,8150
0.31,Ideal,H,VS1,61.1,57.0,4.39,4.35,2.67,698
1.02,Good,G,VS1,64.3,57.0,6.28,6.34,4.06,5951
0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,3017
0.9,Very Good,I,VS2,59.9,58.0,6.17,6.22,3.71,3709
1.21,Ideal,H,SI1,62.9,57.0,6.78,6.74,4.25,4249
0.41,Good,G,VS1,63.3,62.0,4.67,4.71,2.97,847
0.34,Very Good,E,VS2,58.8,59.0,4.56,4.59,2.69,745
0.31,Ideal,D,SI1,61.5,55.0,4.38,4.4,2.7,692
0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
1.21,Premium,H,SI1,60.5,59.0,6.96,6.89,4.19,6566
1.29,Premium,H,SI1,62.9,59.0,7.0,6.84,4.35,6588
0.36,Ideal,G,VVS2,62.3,56.0,4.53,4.56,2.83,821
0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,1033
1.13,Ideal,D,SI1,61.8,56.0,6.74,6.68,4.15,5936
0.91,Ideal,F,SI2,60.9,57.0,6.27,6.3,3.83,3588
0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1389
0.33,Premium,E,VS2,61.0,60.0,4.43,4.46,2.71,723
2.14,Very Good,I,SI1,61.3,61.0,8.28,8.32,5.09,15769
0.5,Premium,F,SI1,61.0,60.0,5.11,5.08,3.11,1286
0.43,Premium,G,VS1,61.8,59.0,4.88,4.83,3.0,1008
0.31,Ideal,F,VS2,62.4,56.0,4.34,4.31,2.7,802
0.27,Ideal,G,VVS1,62.5,56.0,4.15,4.18,2.6,627
0.32,Ideal,D,VS2,62.1,56.0,4.43,4.39,2.74,972
0.3,Good,I,SI1,63.8,57.0,4.27,4.19,2.7,506
0.41,Fair,H,SI1,65.4,61.0,4.51,4.63,2.99,659
0.7,Premium,E,SI1,60.0,59.0,5.75,5.79,3.46,2753
1.1,Premium,G,SI1,62.3,58.0,6.61,6.55,4.1,5088
1.52,Good,I,SI1,64.0,58.0,7.27,7.2,4.63,9295
1.51,Premium,H,SI2,59.4,62.0,7.47,7.31,4.39,7235
0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,1061
1.05,Very Good,D,SI1,59.3,59.0,6.63,6.69,3.95,5952
0.33,Ideal,H,VVS2,61.6,55.0,4.48,4.51,2.77,633
1.0,Very Good,F,VS1,58.4,63.0,6.58,6.47,3.81,6021
1.5,Premium,F,SI1,62.2,58.0,7.36,7.34,4.57,11613
0.3,Ideal,G,VS1,61.7,57.0,4.3,4.32,2.66,605
0.39,Ideal,G,SI1,60.5,56.0,4.77,4.79,2.89,866
0.77,Very Good,H,VS1,63.3,57.0,5.79,5.83,3.68,2927
0.71,Ideal,G,VVS2,62.5,58.0,5.7,5.73,3.57,2978
1.7,Premium,E,SI1,62.3,57.0,7.68,7.6,4.76,15662
0.56,Ideal,E,SI1,61.7,56.0,5.3,5.33,3.28,1580
1.24,Very Good,I,VS2,60.0,58.0,6.98,7.03,4.2,6134
0.7,Ideal,H,VS2,62.8,55.0,5.67,5.63,3.55,2607
1.05,Ideal,G,SI2,59.6,57.0,6.58,6.53,3.91,3299
0.21,Premium,E,VS2,60.5,59.0,3.87,3.83,2.33,386
0.7,Fair,H,I1,62.1,66.0,5.56,5.52,3.44,1138
1.01,Very Good,E,VVS1,63.2,54.0,6.41,6.31,4.02,10498
0.41,Premium,H,SI1,60.5,58.0,4.85,4.81,2.92,876
1.59,Good,F,SI2,63.6,57.0,7.43,7.39,4.71,9100
1.56,Ideal,I,SI1,62.5,54.0,7.45,7.37,4.63,9788
0.32,Ideal,G,VVS1,61.8,55.0,4.4,4.43,2.73,814
0.75,Premium,H,VS1,58.9,62.0,5.96,5.93,3.5,2588
0.4,Premium,F,SI2,62.6,60.0,4.65,4.68,2.92,631
1.5,Ideal,F,VS2,61.7,54.0,7.28,7.31,4.5,14092
0.41,Ideal,J,VS1,62.2,55.0,4.76,4.79,2.97,604
1.0,Premium,F,SI2,61.1,61.0,6.38,6.35,3.89,4452
0.36,Very Good,I,SI1,63.1,57.0,4.55,4.51,2.86,624
0.36,Ideal,E,SI1,61.9,56.0,4.53,4.58,2.82,631
0.31,Very Good,E,VS2,61.7,58.0,4.31,4.34,2.67,680
0.32,Ideal,I,VS1,62.4,56.0,4.37,4.31,2.71,648
0.38,Ideal,H,SI1,61.2,56.0,4.63,4.68,2.85,650
0.36,Ideal,E,VS1,61.8,56.0,4.56,4.6,2.83,852
2.07,Ideal,G,SI2,62.2,54.0,8.16,8.21,5.09,17614
0.26,Ideal,G,VS2,62.3,54.0,4.09,4.1,2.55,397
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,726
0.57,Very Good,D,SI1,61.1,56.0,5.33,5.38,3.27,1754
1.5,Very Good,H,VS1,63.4,59.0,7.13,7.2,4.54,10652
0.51,Ideal,F,VS2,61.3,56.0,5.17,5.14,3.16,1562
1.02,Ideal,H,SI2,61.8,55.0,6.47,6.51,4.01,4207
1.11,Ideal,H,SI1,62.7,56.0,6.65,6.59,4.15,5386
1.01,Premium,H,VS2,60.7,61.0,6.47,6.39,3.9,4921
0.52,Ideal,E,VS2,62.2,55.0,5.16,5.22,3.23,1571
0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,3943
1.19,Ideal,D,VVS2,62.0,57.0,6.76,6.86,4.22,12795
1.03,Ideal,G,SI2,61.8,55.0,6.46,6.51,4.01,4582
0.92,Premium,E,SI1,62.2,58.0,6.18,6.23,3.86,4562
0.73,Ideal,H,SI1,62.9,56.0,5.79,5.75,3.63,2269
1.64,Premium,J,VS1,60.6,59.0,7.67,7.61,4.63,9836
0.34,Premium,G,VS2,60.3,58.0,4.53,4.49,2.72,765
0.3,Ideal,G,VVS1,61.4,56.0,4.34,4.32,2.66,945
0.7,Very Good,F,VS1,62.0,57.0,5.64,5.71,3.52,2808
0.67,Premium,F,VS2,62.5,59.0,5.58,5.53,3.47,2211
0.52,Ideal,G,VS2,61.9,55.0,5.15,5.19,3.2,1586
0.73,Premium,F,SI2,60.2,59.0,5.87,5.82,3.52,1971
0.82,Premium,E,SI2,62.0,59.0,6.02,5.94,3.71,2593
1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759
1.32,Ideal,I,VS2,60.8,57.0,7.02,7.07,4.28,7079
1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21,4310
0.52,Premium,G,VS1,62.4,60.0,5.12,5.11,3.19,1815
0.72,Ideal,G,VS1,61.4,56.0,5.75,5.79,3.55,3478
1.5,Very Good,E,SI2,63.3,57.0,7.28,7.23,4.59,7728
0.7,Premium,I,VVS1,61.2,59.0,5.69,5.65,3.47,2536
0.23,Very Good,E,VVS1,61.4,60.0,3.95,3.97,2.43,472
0.31,Ideal,E,VS2,60.7,57.0,4.39,4.41,2.67,642
0.31,Ideal,I,VVS1,62.0,54.0,4.34,4.37,2.7,571
0.48,Very Good,D,IF,60.6,55.0,5.08,5.12,3.09,2677
0.52,Ideal,F,VS2,60.6,55.0,5.19,5.27,3.17,1662
1.13,Very Good,J,VS2,62.0,59.0,6.62,6.66,4.12,4206
1.02,Premium,D,I1,61.4,60.0,6.42,6.47,3.96,3769
0.33,Ideal,E,VS2,61.1,56.0,4.45,4.48,2.73,723
1.27,Ideal,I,I1,62.3,56.0,6.91,6.86,4.29,3328
1.54,Premium,E,SI2,59.9,60.0,7.49,7.38,4.46,8408
0.71,Premium,I,VS2,62.9,60.0,5.66,5.62,3.55,2362
0.57,Very Good,E,VS2,63.0,59.0,5.25,5.29,3.32,1654
1.71,Premium,F,VS2,61.4,60.0,7.72,7.62,4.71,17766
1.02,Very Good,H,SI1,58.4,62.0,6.55,6.61,3.84,4518
0.72,Very Good,H,VVS1,59.9,57.0,5.83,5.86,3.5,3610
0.32,Premium,H,SI1,62.2,56.0,4.39,4.36,2.72,576
0.36,Very Good,E,VS2,62.8,56.0,4.51,4.54,2.84,789
1.5,Very Good,J,VVS2,62.9,58.0,7.25,7.31,4.58,8622
1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,5095
0.9,Very Good,E,SI2,64.2,54.0,6.08,6.11,3.91,3449
1.0,Fair,G,SI2,67.8,61.0,5.96,5.9,4.02,2856
1.01,Good,F,VS2,63.9,58.0,6.32,6.39,4.06,6330
0.91,Very Good,F,SI1,63.1,60.0,6.13,6.1,3.86,3007
1.0,Very Good,G,VVS2,63.0,56.0,6.37,6.4,4.02,7177
1.02,Premium,D,SI2,62.3,58.0,6.42,6.37,3.99,4044
0.9,Very Good,G,VS2,58.8,61.0,6.28,6.3,3.7,4400
1.51,Very Good,H,VVS2,63.1,59.0,7.28,7.26,4.59,11934
1.21,Ideal,G,VS1,62.7,54.0,6.79,6.83,4.27,8759
2.01,Premium,G,SI2,59.4,58.0,8.19,8.15,4.85,15562
0.74,Very Good,J,IF,60.3,58.0,5.82,5.86,3.52,2277
1.58,Premium,D,SI1,59.0,59.0,7.68,7.63,4.52,13329
0.71,Ideal,H,VS1,62.4,56.0,5.66,5.71,3.55,2559
0.3,Ideal,F,IF,61.7,57.0,4.28,4.31,2.65,886
0.3,Good,I,VS1,63.7,58.0,4.23,4.25,2.7,473
0.9,Very Good,H,VS1,62.3,59.0,6.12,6.17,3.83,4592
2.1,Fair,G,SI2,61.4,66.0,8.26,8.19,5.05,11946
1.51,Ideal,G,VS2,62.1,55.0,7.33,7.38,4.57,13532
2.11,Fair,F,I1,67.6,57.0,7.88,7.83,5.31,7019
0.37,Ideal,I,VVS2,61.9,54.0,4.62,4.66,2.87,632
0.82,Ideal,G,VVS2,62.1,56.0,5.97,6.01,3.72,4130
0.31,Ideal,G,IF,61.6,55.0,4.39,4.34,2.69,988
0.72,Ideal,H,VS1,61.9,56.0,5.73,5.78,3.56,2585
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4897
1.1,Very Good,F,SI1,60.5,60.0,6.65,6.67,4.03,5667
1.02,Very Good,G,SI1,62.0,57.0,6.41,6.5,4.0,4633
0.23,Very Good,F,VVS1,61.4,58.0,3.93,3.95,2.42,530
0.5,Premium,G,VS1,60.7,62.0,5.1,5.08,3.09,1629
1.08,Ideal,G,SI2,62.2,56.0,6.59,6.56,4.09,4627
1.52,Premium,J,VS1,62.0,59.0,7.36,7.34,4.56,8258
0.92,Good,I,SI1,63.3,58.0,6.14,6.18,3.9,3382
1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,13230
1.23,Very Good,F,VS1,60.8,58.0,6.9,6.94,4.21,10276
0.4,Good,E,SI1,63.5,56.0,4.67,4.72,2.98,737
1.21,Good,H,VS1,63.3,58.0,6.72,6.77,4.27,6748
0.51,Ideal,E,VS2,61.8,56.0,5.14,5.12,3.17,1781
0.9,Ideal,E,SI1,61.7,57.0,6.21,6.24,3.84,4940
0.53,Good,F,VVS2,62.5,65.0,5.11,5.17,3.21,2281
0.58,Ideal,D,VVS1,61.6,60.0,5.34,5.35,3.29,3154
1.01,Very Good,F,VS2,58.8,59.0,6.55,6.59,3.86,6288
0.64,Ideal,F,VVS2,60.9,56.0,5.57,5.59,3.4,3217
0.77,Ideal,F,VS1,61.2,56.0,5.9,5.93,3.62,3647
1.28,Ideal,H,I1,61.9,56.0,6.95,6.91,4.29,3355
0.4,Fair,E,VS2,64.7,58.0,4.63,4.67,3.01,813
0.41,Good,E,SI1,63.2,58.0,4.68,4.72,2.97,705
0.73,Premium,I,VS1,60.3,58.0,5.83,5.87,3.53,2371
1.06,Premium,F,VS2,62.2,57.0,6.58,6.53,4.08,6947
1.06,Very Good,F,IF,60.6,56.0,6.62,6.69,4.03,9433
0.3,Very Good,I,SI1,61.4,58.0,4.3,4.33,2.65,394
1.09,Very Good,G,VS1,59.7,63.0,6.65,6.74,4.0,6453
0.55,Ideal,G,VS1,61.0,56.0,5.34,5.32,3.25,1815
0.3,Ideal,H,VVS1,61.5,55.0,4.31,4.35,2.66,650
1.05,Ideal,G,VS1,61.0,56.0,6.62,6.56,4.02,7526
0.52,Ideal,H,VS2,61.8,56.0,5.19,5.16,3.2,1573
1.02,Good,D,SI1,56.9,62.0,6.64,6.69,3.79,4948
0.7,Good,I,VVS2,63.3,55.0,5.61,5.67,3.57,2394
0.35,Ideal,E,VS2,61.6,55.0,4.54,4.49,2.78,984
0.74,Ideal,I,VS2,61.9,57.0,5.83,5.81,3.6,2374
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,530
0.88,Premium,G,VS2,61.1,58.0,6.19,6.15,3.77,3400
0.31,Premium,F,SI1,60.6,60.0,4.37,4.34,2.64,663
0.41,Premium,D,VVS2,61.9,59.0,4.75,4.78,2.95,1105
1.21,Premium,F,VS1,61.9,58.0,6.82,6.76,4.2,10245
0.52,Very Good,D,VS2,63.4,56.0,5.16,5.09,3.25,1828
1.5,Premium,J,SI2,61.3,59.0,7.38,7.33,4.51,5351
1.0,Very Good,D,SI1,60.5,58.0,6.42,6.48,3.9,5755
0.65,Fair,F,VS2,58.3,64.0,5.7,5.62,3.3,1881
1.51,Premium,H,VS2,60.6,58.0,7.42,7.36,4.48,10411
0.56,Ideal,D,SI1,61.4,57.0,5.34,5.31,3.27,1814
0.43,Ideal,F,IF,61.5,56.0,4.89,4.86,3.0,1580
